	TCGA.02.0001	TCGA.02.0003	TCGA.02.0007	TCGA.02.0009	TCGA.02.0010	TCGA.02.0011	TCGA.02.0014	TCGA.02.0021	TCGA.02.0024	TCGA.02.0027	TCGA.02.0028	TCGA.02.0033	TCGA.02.0034	TCGA.02.0038	TCGA.02.0043	TCGA.02.0047	TCGA.02.0052	TCGA.02.0054	TCGA.02.0057	TCGA.02.0058	TCGA.02.0060	TCGA.02.0064	TCGA.02.0069	TCGA.02.0071	TCGA.02.0074	TCGA.02.0075	TCGA.02.0080	TCGA.02.0083	TCGA.02.0085	TCGA.02.0086	TCGA.02.0089	TCGA.02.0099	TCGA.02.0102	TCGA.02.0107	TCGA.02.0113	TCGA.02.0114	TCGA.02.0115	TCGA.02.0116	TCGA.02.2466	TCGA.02.2470	TCGA.02.2483	TCGA.02.2485	TCGA.02.2486	TCGA.06.0122	TCGA.06.0124	TCGA.06.0125	TCGA.06.0126	TCGA.06.0128	TCGA.06.0129	TCGA.06.0130	TCGA.06.0133	TCGA.06.0137	TCGA.06.0139	TCGA.06.0140	TCGA.06.0141	TCGA.06.0142	TCGA.06.0143	TCGA.06.0145	TCGA.06.0147	TCGA.06.0155	TCGA.06.0169	TCGA.06.0875	TCGA.06.0876	TCGA.06.0877	TCGA.06.0878	TCGA.06.0879	TCGA.06.0881	TCGA.06.0882	TCGA.06.0939	TCGA.06.1084	TCGA.06.1086	TCGA.06.1087	TCGA.06.1800	TCGA.06.1801	TCGA.06.1802	TCGA.06.1805	TCGA.06.2557	TCGA.06.2558	TCGA.06.2559	TCGA.06.2561	TCGA.06.2562	TCGA.06.2563	TCGA.06.2564	TCGA.06.2565	TCGA.06.2566	TCGA.06.2567	TCGA.06.2569	TCGA.06.2570	TCGA.12.0670	TCGA.12.0820	TCGA.12.0821	TCGA.12.0822	TCGA.12.0826	TCGA.12.0827	TCGA.12.0828	TCGA.12.0829	TCGA.12.1088	TCGA.12.1089	TCGA.12.1090	TCGA.12.1091	TCGA.12.1092	TCGA.12.1093	TCGA.12.1094	TCGA.12.1095	TCGA.12.1096	TCGA.12.1097	TCGA.12.1098	TCGA.12.1099	TCGA.12.1597	TCGA.12.1598	TCGA.12.1599	TCGA.12.1600	TCGA.12.1602	TCGA.12.3644	TCGA.12.3646	TCGA.12.3648	TCGA.12.3649	TCGA.12.3650	TCGA.12.3651	TCGA.12.3652	TCGA.12.3653	TCGA.14.0736	TCGA.14.0783	TCGA.14.0786	TCGA.14.0787	TCGA.14.0789	TCGA.14.0790	TCGA.14.0812	TCGA.14.0813	TCGA.14.0817	TCGA.14.0865	TCGA.14.0866	TCGA.14.0867	TCGA.14.0871	TCGA.14.1034	TCGA.14.1037	TCGA.14.1396	TCGA.14.1401	TCGA.14.1402	TCGA.14.1451	TCGA.14.1452	TCGA.14.1453	TCGA.14.1454	TCGA.14.1455	TCGA.14.1456	TCGA.14.1458	TCGA.14.1459	TCGA.14.1794	TCGA.14.1795	TCGA.14.1821	TCGA.14.1823	TCGA.14.1825	TCGA.14.1827	TCGA.14.1829	TCGA.14.2554	TCGA.14.2555	TCGA.14.3476	TCGA.14.3477	TCGA.14.4157	TCGA.15.1446	TCGA.15.1447	TCGA.15.1449	TCGA.16.0846	TCGA.16.0848	TCGA.16.0849	TCGA.16.0850	TCGA.16.0861	TCGA.16.1045	TCGA.16.1047	TCGA.16.1048	TCGA.16.1055	TCGA.16.1056	TCGA.16.1060	TCGA.16.1062	TCGA.16.1063	TCGA.16.1460	TCGA.19.0955	TCGA.19.0957	TCGA.19.0960	TCGA.19.0962	TCGA.19.0963	TCGA.19.0964	TCGA.19.1385	TCGA.19.1386	TCGA.19.1387	TCGA.19.1388	TCGA.19.1389	TCGA.19.1390	TCGA.19.1392	TCGA.19.1786	TCGA.19.1787	TCGA.19.1788	TCGA.19.1789	TCGA.19.1790	TCGA.19.1791	TCGA.19.2619	TCGA.19.2620	TCGA.19.2621	TCGA.19.2623	TCGA.19.2624	TCGA.19.2625	TCGA.19.2629	TCGA.19.2631	TCGA.19.4068	TCGA.26.1438	TCGA.26.1439	TCGA.26.1440	TCGA.26.1443	TCGA.26.1799	TCGA.27.1830	TCGA.27.1831	TCGA.27.1832	TCGA.27.1833	TCGA.27.1834	TCGA.27.1835	TCGA.27.1836	TCGA.27.1837	TCGA.27.1838	TCGA.27.2518	TCGA.27.2519	TCGA.27.2521	TCGA.27.2523	TCGA.27.2524	TCGA.27.2526	TCGA.27.2527	TCGA.27.2528	TCGA.28.1745	TCGA.28.1746	TCGA.28.1747	TCGA.28.1749	TCGA.28.1750	TCGA.28.1751	TCGA.28.1752	TCGA.28.1753	TCGA.28.1755	TCGA.28.1756	TCGA.28.1757	TCGA.28.1760	TCGA.28.2502	TCGA.28.2506	TCGA.28.2509	TCGA.28.2513	TCGA.28.2514	TCGA.32.1970	TCGA.32.1973	TCGA.32.1976	TCGA.32.1977	TCGA.32.1978	TCGA.32.1982	TCGA.32.1986	TCGA.32.1987	TCGA.32.1991	TCGA.32.2491	TCGA.32.2494	TCGA.32.2495	TCGA.32.2615	TCGA.32.2616	TCGA.32.2632	TCGA.32.2634	TCGA.32.2638	TCGA.32.4208	TCGA.32.4209	TCGA.32.4210	TCGA.32.4211	TCGA.32.4213	TCGA.32.4719	TCGA.41.2571	TCGA.41.2572	TCGA.41.2573	TCGA.41.2575	TCGA.41.3392	TCGA.41.3393	TCGA.41.3915	TCGA.41.4097
GNAO1	-1.114972468	-1.826125202	-1.103382305	-1.592672221	-1.55395817	-1.49323202	0.425556194	-1.666771824	-1.667595514	-2.082845773	-1.419569435	-0.975129998	-0.740053028	-1.518212983	-1.992274913	-1.264987057	-1.989520098	-1.179662561	-2.092334339	-1.309505708	-1.936847369	-0.951990493	0.379715429	-0.216405429	0.836713971	-1.094447988	1.25895267	0.001847079	1.601348548	-0.705345738	1.094897839	-0.142131126	-0.009287242	0.145558955	-0.075593294	0.023456967	1.265336521	-2.129350469	-0.096840091	1.845210698	0.720962099	0.418450449	-0.721200546	-0.530223121	-1.02472977	-0.35697352	0.590196453	0.037576749	0.516373363	-1.77411194	0.504941823	-0.530479487	-1.523961875	-0.217765716	-0.071830191	2.424138445	-0.121020442	-0.801944756	-0.911740115	-0.425517845	-0.739585693	0.776459583	0.40145414	0.122262572	-0.354000332	-0.641211014	-0.722713628	1.581533105	-1.046110007	-1.639913231	-0.979413345	0.055139622	0.031046562	0.880186607	0.041294282	0.3109149	0.508795397	1.402969598	0.584217484	1.087776701	0.239740828	0.433814243	0.416656197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM140	0.328007581	0.38035957	-2.403647382	-0.01852249	-1.375424726	1.583409419	-2.092292155	-2.372918491	-1.514072863	2.066982422	0.810163443	-0.257816389	0.279734584	-2.386803722	-0.081213204	-0.166984459	-0.04613132	-0.952184009	0.168549173	-0.713986179	1.20943663	1.206280744	-1.530406019	0.566569957	-0.629185056	-0.903202898	-2.373602148	0.580628692	0.583793952	-0.669487936	1.408679773	0.345753838	-2.154431941	0.862865331	-2.401664615	-1.284719379	1.255464357	-1.572447488	-0.871765142	0.831708443	0.286185218	-1.166104309	1.551913815	2.05007936	-0.649630583	-0.813956228	-0.440001957	-1.214351239	-0.40364773	0.336244895	0.327743001	-0.776505457	1.272909663	-0.093761725	0.392805345	0.785666316	0.549763887	-0.44589969	1.748030047	0.401991473	-0.022578457	0.067428495	0.781610319	0.360324696	0.819469445	0.812813628	1.711716803	0.67495953	-0.886613269	-0.20566627	0.186416946	-1.266756982	-0.568457305	-0.830837367	0.40241938	-0.598622259	1.240567961	0.214231907	-0.111695898	0.780076067	-1.11173083	0.345420687	0.966660902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AURKB	0.936386675	0.411215752	2.221766866	0.379676446	0.558055299	2.852803245	2.3360165	3.305421212	2.354032632	-1.417477655	-1.409327042	-0.064609911	-0.916705833	2.837225062	-0.355871087	0.910921024	0.631556903	-0.350599296	1.024663187	0.91011909	-0.693324317	-0.8110282	0.418674165	-0.280694046	0.802283965	-0.500993954	-1.098488392	0.950907297	-0.070447247	0.238404661	-0.676833885	0.043473284	-0.218889022	-1.108069896	-0.357035586	1.539585242	-1.867922998	2.786056938	2.343449777	-0.328684078	2.096849175	0.959943493	-1.106717933	-1.305518586	-0.755791901	0.310328859	0.225799953	0.030255438	1.560324411	-0.3236223	-1.176642784	-0.343681028	-1.167615716	-1.192323667	-1.028261467	-1.213541651	-1.195319535	-0.735002704	-0.8805839	-0.007268774	-0.98956248	1.277965536	0.326481324	-1.141649704	0.089253533	0.25174937	-1.172438369	-1.215689953	-0.498918903	-0.449033113	-0.618929923	2.352855276	0.547331043	-0.345393831	-0.401546398	-0.799451116	0.165972126	1.038799145	1.352844554	-1.175309506	-0.85995014	-0.164174892	0.193351104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IFI16	-0.18733077	0.421908412	-3.890597647	-0.32060611	-4.816217295	1.172039898	-1.905525006	-0.071919866	-5.367627473	0.155582652	-0.281951844	-0.943117099	-1.843572667	0.332105794	1.076493234	-0.571693819	0.262154179	0.343125743	-0.11729163	-0.345047332	0.117010659	1.138077659	-1.665179043	-0.138215949	0.214912867	1.078052324	-0.765828871	0.546826945	0.932899627	1.149736464	0.512155584	1.302012936	-1.322133914	0.76605374	0.444734066	0.714402582	-0.12321681	0.141851567	0.205353149	0.776044719	0.432522039	0.511631808	1.348167518	1.137196989	1.102274276	-2.416604419	0.465636637	0.509288478	0.665282629	1.187168279	0.104273264	-1.568123685	0.785185652	0.916428411	0.464242338	-0.71511392	0.648227923	-1.74194189	0.865743993	1.054057739	0.102765082	-0.062350493	0.056453139	0.38913831	0.807416157	-1.543549173	1.044372728	-0.448157141	-0.355945338	-0.726093921	0.755125917	-1.026864024	0.270626206	-0.823711658	0.698521764	0.301485957	0.248655587	0.312931262	0.517546104	0.990281559	0.808421624	0.139218385	0.502525672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSTA	0.77063884	2.505897107	-2.444075954	0.242170318	-1.796157167	-1.93555004	-2.197383064	-2.72439341	-2.512215184	1.890316653	2.035956748	2.314077819	1.13190888	-2.557294959	-0.710294672	-2.782486029	2.566749862	0.040734154	-0.280895735	3.151380347	1.837786875	0.917892296	-1.821668639	0.313820391	-0.582537413	0.254661288	-2.336251546	-0.984959627	0.682044553	0.970042533	0.246758231	0.056188966	-0.257831126	1.276722336	0.016533272	-1.819941574	-0.334209407	-0.022998403	-0.305574333	1.089694414	-0.456944698	-0.303685473	1.414356674	0.432132709	0.843315741	-1.154855692	-0.935343757	-0.474541946	-0.821415331	1.499752365	0.676581585	-0.244288952	1.960197605	0.158460137	1.208462092	-1.328346976	0.540721701	-0.226294364	1.320444661	0.006544518	0.82928618	0.00974993	0.453991942	0.381380866	0.544476213	0.229664265	1.633424166	0.705958949	0.79273416	1.482662468	1.461359832	1.021351435	-0.126711823	-1.359702372	0.583867172	0.079567134	0.931570975	0.011066041	0.257117227	0.908048043	0.840348192	-0.292393943	0.359124437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OSBPL10	0.976306516	0.453367831	0.020451604	1.211641609	1.596519856	-3.393069451	-2.726338778	0.98038079	1.875805408	0.37211762	-0.873384218	-2.291281922	-0.766704334	1.237262939	1.742838192	-0.180976037	1.382464019	0.140544405	1.434162733	-1.998758071	0.431091164	0.361507149	-0.75991327	0.275126685	-1.000200131	0.691587458	-2.182084776	-1.478340455	0.542388287	0.513341352	-1.240054119	0.833542025	-1.635377592	-0.045791364	-2.357519521	-2.601109155	-1.108648493	1.393578344	1.547927525	-0.13417393	-0.228381453	0.965456861	0.597994702	0.168324315	0.247551215	1.23589579	-0.1260973	-2.493091269	-2.638599889	0.522127212	-1.373201101	-0.561313541	-0.78079119	0.203044713	-0.665942092	-1.358094178	0.031496232	-0.745005709	0.134032544	0.712211604	-0.71722642	-1.75773543	-0.114086514	0.475390666	0.255162847	0.575465759	0.274415493	-0.138011623	-0.951387502	0.718333205	0.210577314	0.437277153	0.579750999	-0.796641495	0.69412271	-1.256149505	0.217676497	-0.36174352	-0.824852611	-0.394117254	1.230184103	1.174631313	0.832759233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPPA	-0.34299154	-0.2901987	-0.393483664	-0.498400658	-0.434813979	-0.646336569	1.563340309	-0.753369847	-0.908889088	-0.911388732	-0.524394166	-0.4681695	-0.424573942	-0.477729351	-0.931876776	-0.105027973	-0.499177912	-0.520300065	-0.923814777	-0.795730614	-0.582317596	-0.634073104	-0.864660988	0.12394295	1.786014593	-1.001169857	0.626700491	0.629814426	-0.559121539	-0.616602536	-0.143702527	-1.043699034	-0.756510316	-0.74542972	-0.751206007	2.507745099	-1.039618621	-0.914893542	0.430884556	-0.606603509	2.065930172	-0.098171262	-0.74632638	-0.7309014	-1.259700809	-0.606541686	0.009338164	2.037517784	1.835767426	-0.821946714	-0.396819421	-0.197648441	-0.725268803	-0.783176272	-0.666712699	-0.577442625	0.757440798	-0.344761668	-0.988548897	-0.905959423	-0.899160818	0.979526285	0.14184273	-0.650050484	-1.122725765	-0.230100895	-0.656688704	-0.789171081	-0.661974076	-1.086925691	-0.960350061	0.808315434	-0.320010712	3.037551094	0.501118201	1.499006185	0.598685851	0.680343754	3.639605434	-0.227302473	-1.015246798	-1.054060787	-1.099953259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LAMB3	3.838959638	2.870067599	2.893559129	3.0583278	2.15958794	-0.864294395	-0.965797117	4.626032812	0.094719974	3.450070843	2.311789489	1.28242858	1.606413256	3.779824651	4.003845662	1.26797344	3.629520709	0.035832733	2.332992635	1.335512842	3.232407829	0.171120872	-0.945980176	-0.558879566	-0.890673834	-0.478765901	-0.952002525	-0.416379296	-0.614107312	0.86395883	-0.581199497	-0.943914945	-0.649055178	-0.022807989	-0.525835831	-0.895802187	-0.683151143	2.634451539	-0.930639945	1.587355801	-0.38963715	-0.080992361	-0.468773986	-0.091607092	-0.006599492	-0.108023766	-0.202638015	-0.435568112	-0.725290969	0.164354695	-0.37409392	0.02072567	-0.131162763	-0.982067283	0.511245807	-0.721325777	-0.359377765	0.050726432	-0.429768165	-0.502469412	0.218352838	-0.899466016	-0.526246241	0.522639368	-0.019049265	-0.031005068	-0.214298696	-0.443289148	-0.433564073	-0.44218784	-0.206907584	-0.81053971	-0.372916702	-1.088323566	0.201725131	-1.102056918	-0.473619676	-0.337431547	-0.354097783	0.428867453	0.217831867	1.344628255	-0.708923729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPL	1.140437474	1.120977313	2.041929725	1.203997546	2.297333744	-1.035531685	-1.207622354	3.028530627	-0.08786626	2.562211975	1.879075658	0.316938424	1.224554837	1.727222308	3.444559761	-1.225116647	2.3371774	-0.148502232	2.598016434	-0.73053559	2.333479426	-0.672409084	-1.351346066	-0.977778624	-1.671770465	0.219039069	-1.232994743	-0.652882901	-0.256553087	0.297222952	0.203939618	1.274432788	0.39546443	-0.407321143	-1.008463639	-1.385843586	-0.974973522	1.20938674	0.378925352	0.177595047	-1.6485237	-0.250414904	0.246463796	-0.444628562	-0.291804266	-0.66539475	-1.120345229	-1.360082843	-1.316114866	-0.888186437	-0.984777578	-0.595058928	-0.55241167	0.791109002	-0.863839509	0.297069099	-0.946847778	-1.39065192	-1.292680652	-0.712363592	0.297674006	-0.807269479	0.484677193	-0.04104981	1.4368359	0.42346568	0.15059883	0.336422815	0.009126851	-0.598387382	2.804516645	-0.177951066	0.211155403	-0.407833351	0.711847878	-0.911932176	-0.240382189	0.183578387	0.521074568	-0.650874969	0.022400741	-0.990909959	-0.297810222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF107	-2.656442583	-1.530887627	-2.341980003	-0.777148387	-1.213328964	0.262894006	0.089419673	0.185840435	-1.332212987	-3.06521608	-2.428562925	-1.457005214	-2.796775513	-1.459865112	-0.697814103	-2.235060941	-0.929842108	-1.833204842	-1.059418953	-1.828044003	-2.964861992	-1.408476443	-0.749268304	0.575604748	0.239358916	-0.689366191	-1.286602933	-0.932215576	-1.362221715	-0.528766899	-0.511755498	-0.124578698	0.454369604	-1.064750642	-1.359647883	-0.590910719	0.110049109	0.669599535	0.69783725	0.086878705	0.730445685	1.440559964	0.553032768	0.347439214	-0.154099125	-0.085762805	-0.307369888	-0.162232733	0.417815351	-0.857196645	0.215143723	-1.387042281	-1.854773651	-0.448061882	-1.094002322	-2.042860427	-1.212332022	-1.328352917	-1.879199934	-0.352693705	-1.697591729	0.988804659	1.192987447	-0.51283357	1.1042496	0.124911279	-1.11499303	0.737630228	-1.241343953	-0.239356198	-0.325438981	1.795933612	-1.373227002	-0.791495002	-0.286507112	-1.08523922	1.632371166	1.40848161	1.253367224	0.758474875	0.592436706	0.570377479	1.453243124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NGFR	-0.854109175	-0.972368795	-1.00110731	-0.63385918	-0.784835872	-0.693404683	-1.367196473	-0.991269457	-1.194643774	-1.03303543	-0.944455329	-0.954998171	-0.493195381	-0.90999786	-1.107157642	-1.177924306	-0.848844202	-0.999825102	-0.79768167	-1.061104459	-1.062762743	-0.428818723	-0.307954432	-0.50945207	-0.151118308	-0.744746351	-0.837201178	-0.627143661	0.567174817	-0.004262272	-0.550507647	-0.516406136	-1.247002599	-0.750956008	-1.110652815	-0.606354076	0.16235511	-1.245685294	0.262291116	-0.480740795	-0.642408552	-0.387277606	0.874134002	-0.729650058	-1.262611171	-0.210947798	-1.161354177	-1.021149091	-0.805760002	-0.694495942	-1.116291005	1.15005033	-0.401137654	-0.781047169	0.160890501	-0.569118792	-0.100122361	-0.568412114	-0.348661521	1.854172763	-0.683046932	0.423708198	0.097718205	-0.046489716	-0.017955223	-0.206423384	1.070137963	-0.777599304	-1.248372305	-1.04314532	1.460707184	2.185706541	-0.220106523	-0.405609757	-0.160907179	0.459019562	-0.298416746	-0.293269633	0.409311652	-0.623158251	1.55816007	-1.172597669	0.074185795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MEIS1	-0.862130838	0.052118747	-1.473879895	0.044304278	2.558743261	-2.616067613	-0.160749195	-0.914001935	-1.668494584	1.409637617	0.612770428	-1.575830256	0.193172059	0.017390278	2.890769825	-0.121568138	0.39568428	2.164684793	2.691152506	-1.639790126	1.177349064	-1.231749664	-0.939349403	0.481331501	-0.700331221	-0.379798829	-1.608941081	0.58239312	0.490005547	0.498665581	0.889324767	1.244457784	-0.702297051	-1.264214033	2.576766407	-0.539572997	1.189523045	-0.386489251	-0.121852706	-0.090623822	-0.890210835	1.715478577	-0.859389317	-0.077705244	0.09489411	-0.413179749	1.586993352	-1.005196932	-0.205318335	-0.963309604	-0.023287104	-1.558725952	-1.358888969	-0.814096202	-0.885007667	0.253936616	-0.505794232	-0.97994999	-1.205910635	0.172408397	-0.311015595	-0.560505411	0.698652679	1.847275129	0.030750442	-0.7375155	-1.152810376	0.462493439	-2.431727096	-0.980965912	0.941779281	-0.972409508	-1.526648328	-0.464413522	-0.134751282	-0.150630849	0.856027554	-0.095816111	0.4684525	1.657664411	-0.506581229	1.149312483	1.676038918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
